Date,Close
2015-01-01,63.02799987792969
2015-01-02,63.02799987792969
2015-01-05,63.27799987792969
2015-01-06,63.3380012512207
2015-01-07,63.56800079345703
2015-01-08,63.27299880981445
2015-01-09,62.667999267578125
2015-01-12,62.34799957275391
2015-01-13,62.06800079345703
2015-01-14,61.97299957275391
2015-01-15,62.0880012512207
2015-01-16,62.05799865722656
2015-01-19,61.86299896240234
2015-01-20,61.63800048828125
2015-01-21,61.64799880981445
2015-01-22,61.553001403808594
2015-01-23,61.59799957275391
2015-01-26,61.43299865722656
2015-01-27,61.47299957275391
2015-01-28,61.40299987792969
2015-01-29,61.35100173950195
2015-01-30,61.79600143432617
2015-02-02,62.01300048828125
2015-02-03,61.72800064086914
2015-02-04,61.61399841308594
2015-02-05,61.86000061035156
2015-02-06,61.733001708984375
2015-02-09,61.9630012512207
2015-02-10,62.130001068115234
2015-02-11,62.34199905395508
2015-02-12,62.38199996948242
2015-02-13,62.16999816894531
2015-02-16,62.06900024414063
2015-02-17,62.18600082397461
2015-02-18,62.11199951171875
2015-02-19,62.07400131225586
2015-02-20,62.165000915527344
2015-02-23,62.10100173950195
2015-02-24,62.17100143432617
2015-02-25,62.233001708984375
2015-02-26,61.87699890136719
2015-02-27,61.75400161743164
2015-03-02,61.6510009765625
2015-03-03,61.9010009765625
2015-03-04,61.8129997253418
2015-03-05,62.30500030517578
2015-03-06,62.44300079345703
2015-03-09,62.45299911499024
2015-03-10,62.67300033569336
2015-03-11,62.7130012512207
2015-03-12,62.755001068115234
2015-03-13,62.53499984741211
2015-03-16,63.07600021362305
2015-03-17,62.78900146484375
2015-03-18,62.61600112915039
2015-03-19,62.69300079345703
2015-03-20,62.483001708984375
2015-03-23,62.40299987792969
2015-03-24,62.22299957275391
2015-03-25,62.27799987792969
2015-03-26,62.46200180053711
2015-03-27,62.82899856567383
2015-03-30,62.51499938964844
2015-03-31,62.50899887084961
2015-04-01,62.305999755859375
2015-04-02,62.16899871826172
2015-04-03,62.060001373291016
2015-04-06,62.060001373291016
2015-04-07,62.060001373291016
2015-04-08,62.30899810791016
2015-04-09,62.18199920654297
2015-04-10,62.31399917602539
2015-04-13,62.26900100708008
2015-04-14,62.39099884033203
2015-04-15,62.31399917602539
2015-04-16,62.38999938964844
2015-04-17,62.32600021362305
2015-04-20,62.542999267578125
2015-04-21,63.14500045776367
2015-04-22,62.87799835205078
2015-04-23,62.935001373291016
2015-04-24,63.2869987487793
2015-04-27,63.65499877929688
2015-04-28,63.13999938964844
2015-04-29,63.03300094604492
2015-04-30,63.44200134277344
2015-05-01,63.52299880981445
2015-05-04,63.52299880981445
2015-05-05,63.59299850463867
2015-05-06,63.34400177001953
2015-05-07,63.65999984741211
2015-05-08,64.08200073242188
2015-05-11,63.70399856567383
2015-05-12,64.0199966430664
2015-05-13,64.21099853515625
2015-05-14,64.04399871826172
2015-05-15,63.40800094604492
2015-05-18,63.43299865722656
2015-05-19,63.729000091552734
2015-05-20,63.78499984741211
2015-05-21,63.625
2015-05-22,63.6259994506836
2015-05-25,63.483001708984375
2015-05-26,63.57099914550781
2015-05-27,63.97600173950195
2015-05-28,63.874000549316406
2015-05-29,63.82500076293945
2015-06-01,63.73600006103516
2015-06-02,63.61000061035156
2015-06-03,63.6619987487793
2015-06-04,64.05899810791016
2015-06-05,64.0009994506836
2015-06-08,63.762001037597656
2015-06-09,63.97600173950195
2015-06-10,64.03800201416016
2015-06-11,63.79899978637695
2015-06-12,63.999000549316406
2015-06-15,64.09200286865234
2015-06-16,64.052001953125
2015-06-17,64.18199920654297
2015-06-18,64.00299835205078
2015-06-19,63.64500045776367
2015-06-22,63.492000579833984
2015-06-23,63.50699996948242
2015-06-24,63.59999847412109
2015-06-25,63.5620002746582
2015-06-26,63.51100158691406
2015-06-29,63.44400024414063
2015-06-30,63.7239990234375
2015-07-01,63.59000015258789
2015-07-02,63.57400131225586
2015-07-03,63.369998931884766
2015-07-06,63.40399932861328
2015-07-07,63.3650016784668
2015-07-08,63.51800155639648
